hour,start_station_name,member_casual,count_of_users,day_of_week,month
21,Streeter Dr & Grand Ave,member,2,Wednesday,3
19,Streeter Dr & Grand Ave,member,2,Monday,3
17,Streeter Dr & Grand Ave,member,6,Monday,3
12,Streeter Dr & Grand Ave,member,1,Tuesday,3
10,Streeter Dr & Grand Ave,member,3,Thursday,3
16,Streeter Dr & Grand Ave,member,7,Friday,3
10,Streeter Dr & Grand Ave,member,3,Sunday,3
22,Streeter Dr & Grand Ave,member,1,Saturday,3
8,Streeter Dr & Grand Ave,member,7,Tuesday,3
19,Streeter Dr & Grand Ave,member,3,Friday,3
15,Streeter Dr & Grand Ave,member,3,Tuesday,3
15,Streeter Dr & Grand Ave,member,4,Thursday,3
13,Streeter Dr & Grand Ave,member,4,Friday,3
13,Streeter Dr & Grand Ave,member,4,Thursday,4
17,Streeter Dr & Grand Ave,member,5,Sunday,4
17,Streeter Dr & Grand Ave,member,7,Monday,4
12,Streeter Dr & Grand Ave,member,3,Saturday,4
18,Streeter Dr & Grand Ave,member,2,Monday,4
17,Streeter Dr & Grand Ave,member,8,Thursday,4
17,Streeter Dr & Grand Ave,member,11,Wednesday,4
15,Streeter Dr & Grand Ave,member,8,Tuesday,4
20,Streeter Dr & Grand Ave,member,3,Wednesday,4
20,Streeter Dr & Grand Ave,member,1,Tuesday,4
12,Streeter Dr & Grand Ave,member,2,Tuesday,4
19,Streeter Dr & Grand Ave,member,2,Saturday,4
15,Streeter Dr & Grand Ave,member,8,Wednesday,4
9,Streeter Dr & Grand Ave,member,3,Thursday,4
11,Streeter Dr & Grand Ave,member,1,Tuesday,4
19,Streeter Dr & Grand Ave,member,4,Monday,5
21,Streeter Dr & Grand Ave,member,2,Sunday,5
9,Streeter Dr & Grand Ave,member,4,Friday,5
18,Streeter Dr & Grand Ave,member,1,Sunday,5
13,Streeter Dr & Grand Ave,member,6,Saturday,5
8,Streeter Dr & Grand Ave,member,5,Saturday,5
21,Streeter Dr & Grand Ave,member,5,Wednesday,5
18,Streeter Dr & Grand Ave,member,15,Wednesday,5
11,Streeter Dr & Grand Ave,member,2,Sunday,5
14,Streeter Dr & Grand Ave,member,7,Sunday,5
23,Streeter Dr & Grand Ave,member,2,Friday,5
16,Streeter Dr & Grand Ave,member,6,Saturday,5
7,Streeter Dr & Grand Ave,member,3,Friday,5
11,Streeter Dr & Grand Ave,member,11,Saturday,5
8,Streeter Dr & Grand Ave,member,6,Tuesday,5
16,Streeter Dr & Grand Ave,member,4,Friday,5
13,Streeter Dr & Grand Ave,member,5,Tuesday,5
19,Streeter Dr & Grand Ave,member,9,Thursday,5
12,Streeter Dr & Grand Ave,member,2,Friday,5
22,Streeter Dr & Grand Ave,member,2,Wednesday,5
12,Streeter Dr & Grand Ave,member,6,Wednesday,5
19,Streeter Dr & Grand Ave,member,4,Saturday,5
18,Streeter Dr & Grand Ave,member,7,Friday,5
10,Streeter Dr & Grand Ave,member,2,Sunday,5
0,Streeter Dr & Grand Ave,member,1,Saturday,5
18,Streeter Dr & Grand Ave,member,12,Thursday,5
5,Streeter Dr & Grand Ave,member,3,Wednesday,5
10,Streeter Dr & Grand Ave,member,4,Tuesday,5
11,Streeter Dr & Grand Ave,member,4,Monday,5
0,Streeter Dr & Grand Ave,member,2,Wednesday,5
9,Streeter Dr & Grand Ave,member,2,Sunday,5
13,Streeter Dr & Grand Ave,member,9,Sunday,5
22,Streeter Dr & Grand Ave,member,7,Saturday,5
17,Streeter Dr & Grand Ave,member,6,Sunday,6
20,Streeter Dr & Grand Ave,member,7,Sunday,6
21,Streeter Dr & Grand Ave,member,9,Tuesday,5
11,Streeter Dr & Grand Ave,member,10,Friday,6
5,Streeter Dr & Grand Ave,member,1,Friday,6
10,Streeter Dr & Grand Ave,member,6,Saturday,6
13,Streeter Dr & Grand Ave,member,9,Monday,5
22,Streeter Dr & Grand Ave,member,9,Saturday,6
23,Streeter Dr & Grand Ave,member,4,Friday,6
14,Streeter Dr & Grand Ave,member,1,Tuesday,5
21,Streeter Dr & Grand Ave,member,12,Saturday,6
5,Streeter Dr & Grand Ave,member,3,Tuesday,6
9,Streeter Dr & Grand Ave,member,4,Monday,6
15,Streeter Dr & Grand Ave,member,8,Tuesday,6
8,Streeter Dr & Grand Ave,member,6,Saturday,6
7,Streeter Dr & Grand Ave,member,4,Wednesday,6
17,Streeter Dr & Grand Ave,member,13,Thursday,6
11,Streeter Dr & Grand Ave,member,4,Tuesday,6
4,Streeter Dr & Grand Ave,member,2,Saturday,6
21,Streeter Dr & Grand Ave,member,2,Sunday,6
11,Streeter Dr & Grand Ave,member,5,Thursday,6
7,Streeter Dr & Grand Ave,member,3,Sunday,6
12,Streeter Dr & Grand Ave,member,7,Monday,6
22,Streeter Dr & Grand Ave,member,9,Wednesday,6
7,Streeter Dr & Grand Ave,member,8,Thursday,6
8,Streeter Dr & Grand Ave,member,4,Monday,6
20,Streeter Dr & Grand Ave,member,3,Tuesday,6
8,Streeter Dr & Grand Ave,member,6,Friday,6
7,Streeter Dr & Grand Ave,member,5,Friday,6
23,Streeter Dr & Grand Ave,member,2,Saturday,6
10,Streeter Dr & Grand Ave,member,3,Friday,6
23,Streeter Dr & Grand Ave,member,2,Tuesday,6
1,Streeter Dr & Grand Ave,member,1,Friday,6
21,Streeter Dr & Grand Ave,member,6,Wednesday,6
13,Streeter Dr & Grand Ave,member,3,Tuesday,6
8,Streeter Dr & Grand Ave,member,7,Thursday,6
22,Streeter Dr & Grand Ave,member,4,Monday,6
7,Streeter Dr & Grand Ave,member,2,Saturday,7
23,Streeter Dr & Grand Ave,member,12,Sunday,7
16,Streeter Dr & Grand Ave,member,18,Sunday,7
6,Streeter Dr & Grand Ave,member,7,Wednesday,7
12,Streeter Dr & Grand Ave,member,19,Friday,7
23,Streeter Dr & Grand Ave,member,3,Thursday,7
11,Streeter Dr & Grand Ave,member,10,Sunday,7
5,Streeter Dr & Grand Ave,member,1,Monday,7
5,Streeter Dr & Grand Ave,member,3,Tuesday,7
15,Streeter Dr & Grand Ave,member,14,Thursday,7
20,Streeter Dr & Grand Ave,member,9,Tuesday,7
23,Streeter Dr & Grand Ave,member,5,Wednesday,7
7,Streeter Dr & Grand Ave,member,16,Friday,7
17,Streeter Dr & Grand Ave,member,20,Monday,7
17,Streeter Dr & Grand Ave,member,23,Wednesday,7
8,Streeter Dr & Grand Ave,member,15,Saturday,7
12,Streeter Dr & Grand Ave,member,4,Wednesday,7
5,Streeter Dr & Grand Ave,member,6,Friday,7
23,Streeter Dr & Grand Ave,member,8,Saturday,7
8,Streeter Dr & Grand Ave,member,8,Friday,7
10,Streeter Dr & Grand Ave,member,4,Monday,7
21,Streeter Dr & Grand Ave,member,15,Saturday,7
4,Streeter Dr & Grand Ave,member,1,Monday,7
17,Streeter Dr & Grand Ave,member,3,Wednesday,1
14,Streeter Dr & Grand Ave,member,3,Wednesday,1
19,Streeter Dr & Grand Ave,member,2,Wednesday,1
13,Streeter Dr & Grand Ave,member,2,Monday,1
8,Streeter Dr & Grand Ave,member,2,Thursday,1
17,Streeter Dr & Grand Ave,member,4,Tuesday,1
10,Streeter Dr & Grand Ave,member,1,Saturday,1
21,Streeter Dr & Grand Ave,member,1,Wednesday,1
15,Streeter Dr & Grand Ave,member,3,Saturday,1
13,Streeter Dr & Grand Ave,member,2,Thursday,1
17,Streeter Dr & Grand Ave,member,4,Friday,1
8,Streeter Dr & Grand Ave,member,2,Friday,1
5,Streeter Dr & Grand Ave,member,1,Tuesday,1
18,Streeter Dr & Grand Ave,member,2,Monday,1
6,Streeter Dr & Grand Ave,member,1,Monday,1
19,Streeter Dr & Grand Ave,member,2,Sunday,2
16,Streeter Dr & Grand Ave,member,3,Thursday,2
7,Streeter Dr & Grand Ave,member,1,Monday,1
14,Streeter Dr & Grand Ave,member,3,Saturday,2
14,Streeter Dr & Grand Ave,member,6,Monday,2
8,Streeter Dr & Grand Ave,member,4,Wednesday,2
15,Streeter Dr & Grand Ave,member,3,Tuesday,2
9,Streeter Dr & Grand Ave,member,1,Saturday,2
12,Streeter Dr & Grand Ave,member,4,Sunday,3
18,Streeter Dr & Grand Ave,member,6,Saturday,3
10,Streeter Dr & Grand Ave,member,3,Tuesday,3
14,Streeter Dr & Grand Ave,member,5,Wednesday,3
13,Streeter Dr & Grand Ave,member,3,Tuesday,3
22,Streeter Dr & Grand Ave,member,1,Friday,3
13,Streeter Dr & Grand Ave,member,3,Thursday,3
19,Streeter Dr & Grand Ave,member,2,Wednesday,3
10,Streeter Dr & Grand Ave,member,3,Wednesday,3
7,Streeter Dr & Grand Ave,member,3,Sunday,3
18,Streeter Dr & Grand Ave,member,8,Monday,3
12,Streeter Dr & Grand Ave,member,1,Monday,3
10,Streeter Dr & Grand Ave,member,3,Sunday,4
23,Streeter Dr & Grand Ave,member,1,Monday,3
12,Streeter Dr & Grand Ave,member,2,Thursday,3
23,Streeter Dr & Grand Ave,member,2,Saturday,4
9,Streeter Dr & Grand Ave,member,1,Monday,3
14,Streeter Dr & Grand Ave,member,4,Friday,4
19,Streeter Dr & Grand Ave,member,3,Wednesday,4
20,Streeter Dr & Grand Ave,member,3,Friday,4
22,Streeter Dr & Grand Ave,member,2,Saturday,4
20,Streeter Dr & Grand Ave,member,2,Sunday,4
16,Streeter Dr & Grand Ave,member,7,Friday,4
8,Streeter Dr & Grand Ave,member,1,Tuesday,4
9,Streeter Dr & Grand Ave,member,1,Monday,4
16,Streeter Dr & Grand Ave,member,2,Wednesday,4
12,Streeter Dr & Grand Ave,member,1,Monday,4
19,Streeter Dr & Grand Ave,member,4,Monday,4
9,Streeter Dr & Grand Ave,member,1,Sunday,4
7,Streeter Dr & Grand Ave,member,1,Thursday,4
1,Streeter Dr & Grand Ave,member,2,Sunday,5
22,Streeter Dr & Grand Ave,member,2,Tuesday,5
19,Streeter Dr & Grand Ave,member,8,Tuesday,5
8,Streeter Dr & Grand Ave,member,3,Monday,5
15,Streeter Dr & Grand Ave,member,6,Thursday,5
11,Streeter Dr & Grand Ave,member,4,Friday,5
20,Streeter Dr & Grand Ave,member,5,Monday,5
7,Streeter Dr & Grand Ave,member,3,Thursday,5
23,Streeter Dr & Grand Ave,member,3,Saturday,5
21,Streeter Dr & Grand Ave,member,6,Monday,5
22,Streeter Dr & Grand Ave,member,9,Friday,6
8,Streeter Dr & Grand Ave,member,5,Sunday,6
1,Streeter Dr & Grand Ave,member,3,Sunday,6
0,Streeter Dr & Grand Ave,member,5,Sunday,6
10,Streeter Dr & Grand Ave,member,5,Wednesday,6
22,Streeter Dr & Grand Ave,member,2,Tuesday,6
2,Streeter Dr & Grand Ave,member,2,Saturday,6
12,Streeter Dr & Grand Ave,member,5,Tuesday,6
16,Streeter Dr & Grand Ave,member,2,Tuesday,6
9,Streeter Dr & Grand Ave,member,5,Tuesday,6
2,Streeter Dr & Grand Ave,member,1,Thursday,6
14,Streeter Dr & Grand Ave,member,3,Monday,6
7,Streeter Dr & Grand Ave,member,1,Saturday,6
15,Streeter Dr & Grand Ave,member,8,Monday,6
0,Streeter Dr & Grand Ave,member,7,Saturday,6
1,Streeter Dr & Grand Ave,member,2,Sunday,7
6,Streeter Dr & Grand Ave,member,8,Monday,7
0,Streeter Dr & Grand Ave,member,2,Monday,7
14,Streeter Dr & Grand Ave,member,10,Monday,7
5,Streeter Dr & Grand Ave,member,3,Thursday,7
21,Streeter Dr & Grand Ave,member,17,Wednesday,7
0,Streeter Dr & Grand Ave,member,2,Thursday,7
0,Streeter Dr & Grand Ave,member,3,Wednesday,7
23,Streeter Dr & Grand Ave,member,4,Friday,7
22,Streeter Dr & Grand Ave,member,9,Friday,7
19,Streeter Dr & Grand Ave,member,1,Thursday,1
20,Streeter Dr & Grand Ave,member,1,Monday,1
7,Streeter Dr & Grand Ave,member,4,Wednesday,1
10,Streeter Dr & Grand Ave,member,3,Sunday,1
18,Streeter Dr & Grand Ave,member,4,Wednesday,1
7,Streeter Dr & Grand Ave,member,1,Sunday,1
12,Streeter Dr & Grand Ave,member,1,Monday,1
9,Streeter Dr & Grand Ave,member,1,Friday,1
12,Streeter Dr & Grand Ave,member,2,Wednesday,1
18,Streeter Dr & Grand Ave,member,2,Tuesday,1
12,Streeter Dr & Grand Ave,member,1,Thursday,1
19,Streeter Dr & Grand Ave,member,1,Tuesday,1
6,Streeter Dr & Grand Ave,member,1,Monday,2
17,Streeter Dr & Grand Ave,member,2,Sunday,2
8,Streeter Dr & Grand Ave,member,1,Thursday,2
18,Streeter Dr & Grand Ave,member,1,Friday,2
7,Streeter Dr & Grand Ave,member,2,Monday,2
10,Streeter Dr & Grand Ave,member,1,Saturday,2
10,Streeter Dr & Grand Ave,member,3,Monday,2
12,Streeter Dr & Grand Ave,member,3,Thursday,2
13,Streeter Dr & Grand Ave,member,1,Friday,2
20,Streeter Dr & Grand Ave,member,2,Monday,2
18,Streeter Dr & Grand Ave,member,9,Thursday,3
13,Streeter Dr & Grand Ave,member,4,Wednesday,3
7,Streeter Dr & Grand Ave,member,3,Thursday,3
6,Streeter Dr & Grand Ave,member,2,Tuesday,3
23,Streeter Dr & Grand Ave,member,2,Friday,3
16,Streeter Dr & Grand Ave,member,5,Tuesday,3
18,Streeter Dr & Grand Ave,member,3,Sunday,3
7,Streeter Dr & Grand Ave,member,4,Friday,3
20,Streeter Dr & Grand Ave,member,4,Wednesday,3
15,Streeter Dr & Grand Ave,member,3,Sunday,4
10,Streeter Dr & Grand Ave,member,3,Friday,4
17,Streeter Dr & Grand Ave,member,8,Tuesday,4
16,Streeter Dr & Grand Ave,member,3,Monday,4
11,Streeter Dr & Grand Ave,member,8,Saturday,4
8,Streeter Dr & Grand Ave,member,1,Wednesday,4
22,Streeter Dr & Grand Ave,member,1,Wednesday,4
11,Streeter Dr & Grand Ave,member,2,Monday,4
9,Streeter Dr & Grand Ave,member,3,Tuesday,4
15,Streeter Dr & Grand Ave,member,3,Friday,4
10,Streeter Dr & Grand Ave,member,3,Thursday,4
8,Streeter Dr & Grand Ave,member,5,Thursday,5
21,Streeter Dr & Grand Ave,member,3,Friday,5
7,Streeter Dr & Grand Ave,member,1,Tuesday,5
8,Streeter Dr & Grand Ave,member,2,Sunday,5
22,Streeter Dr & Grand Ave,member,1,Sunday,5
13,Streeter Dr & Grand Ave,member,2,Thursday,5
9,Streeter Dr & Grand Ave,member,3,Saturday,5
1,Streeter Dr & Grand Ave,member,1,Thursday,5
20,Streeter Dr & Grand Ave,member,6,Wednesday,5
0,Streeter Dr & Grand Ave,member,2,Sunday,5
6,Streeter Dr & Grand Ave,member,3,Friday,6
3,Streeter Dr & Grand Ave,member,1,Friday,6
10,Streeter Dr & Grand Ave,member,3,Tuesday,6
6,Streeter Dr & Grand Ave,member,1,Wednesday,6
23,Streeter Dr & Grand Ave,member,4,Wednesday,6
1,Streeter Dr & Grand Ave,member,3,Thursday,6
14,Streeter Dr & Grand Ave,member,3,Wednesday,6
4,Streeter Dr & Grand Ave,member,2,Thursday,6
13,Streeter Dr & Grand Ave,member,3,Thursday,6
0,Streeter Dr & Grand Ave,member,3,Wednesday,6
19,Streeter Dr & Grand Ave,member,7,Tuesday,6
6,Streeter Dr & Grand Ave,member,2,Monday,6
9,Streeter Dr & Grand Ave,member,1,Thursday,6
6,Streeter Dr & Grand Ave,member,6,Saturday,7
6,Streeter Dr & Grand Ave,member,1,Sunday,7
4,Streeter Dr & Grand Ave,member,1,Saturday,7
7,Streeter Dr & Grand Ave,member,2,Sunday,7
8,Streeter Dr & Grand Ave,member,7,Sunday,7
0,Streeter Dr & Grand Ave,member,2,Friday,7
2,Streeter Dr & Grand Ave,member,1,Monday,7
22,Streeter Dr & Grand Ave,member,7,Saturday,7
15,Streeter Dr & Grand Ave,member,7,Wednesday,7
3,Streeter Dr & Grand Ave,member,2,Thursday,7
18,Streeter Dr & Grand Ave,member,1,Sunday,1
17,Streeter Dr & Grand Ave,member,2,Sunday,1
19,Streeter Dr & Grand Ave,member,1,Sunday,1
16,Streeter Dr & Grand Ave,member,1,Thursday,1
14,Streeter Dr & Grand Ave,member,1,Thursday,1
22,Streeter Dr & Grand Ave,member,1,Saturday,2
11,Streeter Dr & Grand Ave,member,1,Wednesday,2
12,Streeter Dr & Grand Ave,member,1,Monday,2
15,Streeter Dr & Grand Ave,member,3,Monday,2
7,Streeter Dr & Grand Ave,member,2,Tuesday,2
7,Streeter Dr & Grand Ave,member,1,Thursday,2
19,Streeter Dr & Grand Ave,member,1,Tuesday,2
18,Streeter Dr & Grand Ave,member,1,Wednesday,2
21,Streeter Dr & Grand Ave,member,1,Monday,2
21,Streeter Dr & Grand Ave,member,1,Tuesday,3
22,Streeter Dr & Grand Ave,member,1,Wednesday,3
21,Streeter Dr & Grand Ave,member,1,Monday,3
7,Streeter Dr & Grand Ave,member,3,Tuesday,3
7,Streeter Dr & Grand Ave,member,2,Saturday,4
8,Streeter Dr & Grand Ave,member,1,Monday,4
14,Streeter Dr & Grand Ave,member,2,Tuesday,4
8,Streeter Dr & Grand Ave,member,1,Thursday,4
10,Streeter Dr & Grand Ave,member,1,Monday,5
20,Streeter Dr & Grand Ave,member,2,Sunday,5
15,Streeter Dr & Grand Ave,member,6,Sunday,5
7,Streeter Dr & Grand Ave,member,3,Monday,5
14,Streeter Dr & Grand Ave,member,5,Friday,6
13,Streeter Dr & Grand Ave,member,3,Monday,6
4,Streeter Dr & Grand Ave,member,1,Friday,7
5,Streeter Dr & Grand Ave,member,2,Wednesday,7
3,Streeter Dr & Grand Ave,member,2,Sunday,7
2,Streeter Dr & Grand Ave,member,1,Friday,7
1,Streeter Dr & Grand Ave,member,2,Monday,7
5,Streeter Dr & Grand Ave,member,1,Sunday,7
3,Streeter Dr & Grand Ave,member,1,Friday,7
13,Streeter Dr & Grand Ave,member,1,Wednesday,1
16,Streeter Dr & Grand Ave,member,2,Friday,1
21,Streeter Dr & Grand Ave,member,1,Friday,1
23,Streeter Dr & Grand Ave,member,1,Friday,2
15,Streeter Dr & Grand Ave,member,1,Friday,2
21,Streeter Dr & Grand Ave,member,1,Sunday,2
0,Streeter Dr & Grand Ave,member,1,Wednesday,3
6,Streeter Dr & Grand Ave,member,1,Wednesday,3
8,Streeter Dr & Grand Ave,member,3,Saturday,3
11,Streeter Dr & Grand Ave,member,4,Friday,3
0,Streeter Dr & Grand Ave,member,1,Monday,3
1,Streeter Dr & Grand Ave,member,2,Saturday,4
12,Streeter Dr & Grand Ave,member,1,Friday,3
8,Streeter Dr & Grand Ave,member,3,Friday,4
8,Streeter Dr & Grand Ave,member,2,Saturday,4
10,Streeter Dr & Grand Ave,member,1,Wednesday,4
13,Streeter Dr & Grand Ave,member,1,Wednesday,4
13,Streeter Dr & Grand Ave,member,5,Monday,4
0,Streeter Dr & Grand Ave,member,1,Sunday,4
5,Streeter Dr & Grand Ave,member,1,Friday,5
2,Streeter Dr & Grand Ave,member,1,Saturday,5
9,Streeter Dr & Grand Ave,member,3,Sunday,6
5,Streeter Dr & Grand Ave,member,1,Monday,6
21,Streeter Dr & Grand Ave,member,4,Monday,6
11,Streeter Dr & Grand Ave,member,2,Wednesday,6
4,Streeter Dr & Grand Ave,member,1,Tuesday,6
21,Streeter Dr & Grand Ave,member,1,Tuesday,6
9,Streeter Dr & Grand Ave,member,2,Wednesday,6
4,Streeter Dr & Grand Ave,member,1,Sunday,7
12,Streeter Dr & Grand Ave,member,1,Sunday,1
8,Streeter Dr & Grand Ave,member,2,Tuesday,1
12,Streeter Dr & Grand Ave,member,1,Saturday,1
12,Streeter Dr & Grand Ave,member,1,Saturday,2
22,Streeter Dr & Grand Ave,member,1,Thursday,2
19,Streeter Dr & Grand Ave,member,1,Monday,2
17,Streeter Dr & Grand Ave,member,2,Tuesday,2
18,Streeter Dr & Grand Ave,member,2,Sunday,2
20,Streeter Dr & Grand Ave,member,1,Sunday,3
9,Streeter Dr & Grand Ave,member,1,Saturday,3
9,Streeter Dr & Grand Ave,member,1,Friday,3
6,Streeter Dr & Grand Ave,member,2,Thursday,4
11,Streeter Dr & Grand Ave,member,3,Wednesday,4
11,Streeter Dr & Grand Ave,member,1,Friday,4
22,Streeter Dr & Grand Ave,member,2,Thursday,4
7,Streeter Dr & Grand Ave,member,2,Friday,4
14,Streeter Dr & Grand Ave,member,1,Wednesday,4
23,Streeter Dr & Grand Ave,member,1,Tuesday,4
10,Streeter Dr & Grand Ave,member,1,Tuesday,4
22,Streeter Dr & Grand Ave,member,2,Tuesday,4
20,Streeter Dr & Grand Ave,member,1,Friday,5
8,Streeter Dr & Grand Ave,member,1,Friday,5
14,Streeter Dr & Grand Ave,member,1,Thursday,5
6,Streeter Dr & Grand Ave,member,1,Tuesday,5
3,Streeter Dr & Grand Ave,member,1,Tuesday,5
7,Streeter Dr & Grand Ave,member,3,Tuesday,6
11,Streeter Dr & Grand Ave,member,1,Sunday,1
7,Streeter Dr & Grand Ave,member,1,Friday,1
22,Streeter Dr & Grand Ave,member,1,Thursday,1
15,Streeter Dr & Grand Ave,member,1,Tuesday,1
14,Streeter Dr & Grand Ave,member,1,Tuesday,1
10,Streeter Dr & Grand Ave,member,1,Monday,1
11,Streeter Dr & Grand Ave,member,1,Thursday,2
19,Streeter Dr & Grand Ave,member,1,Friday,2
18,Streeter Dr & Grand Ave,member,1,Saturday,2
22,Streeter Dr & Grand Ave,member,1,Wednesday,2
10,Streeter Dr & Grand Ave,member,1,Friday,2
20,Streeter Dr & Grand Ave,member,1,Saturday,3
13,Streeter Dr & Grand Ave,member,1,Tuesday,2
20,Streeter Dr & Grand Ave,member,1,Friday,3
15,Streeter Dr & Grand Ave,member,1,Friday,3
5,Streeter Dr & Grand Ave,member,1,Tuesday,3
9,Streeter Dr & Grand Ave,member,1,Tuesday,3
13,Streeter Dr & Grand Ave,member,2,Sunday,4
3,Streeter Dr & Grand Ave,member,1,Saturday,4
2,Streeter Dr & Grand Ave,member,1,Tuesday,4
6,Streeter Dr & Grand Ave,member,1,Wednesday,4
15,Streeter Dr & Grand Ave,member,1,Monday,4
7,Streeter Dr & Grand Ave,member,1,Wednesday,5
6,Streeter Dr & Grand Ave,member,1,Saturday,5
14,Streeter Dr & Grand Ave,member,1,Wednesday,5
2,Streeter Dr & Grand Ave,member,1,Tuesday,6